"UTFPR-VISITANTE",5c:e8:83:36:6b:c2,[ESS],2437 MHz,Channel 6,-54 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",5c:e8:83:36:6b:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],2437 MHz,Channel 6,-56 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",5c:e8:83:36:6b:c1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],2437 MHz,Channel 6,-53 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"eduroam",5c:e8:83:36:6b:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],2437 MHz,Channel 6,-57 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",5c:e8:83:36:6b:d7,[WPA2-PSK-CCMP][ESS],5825 MHz,Channel 165,-58 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",5c:e8:83:36:6b:d1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5825 MHz,Channel 165,-57 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"eduroam",5c:e8:83:36:6b:d3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5825 MHz,Channel 165,-56 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-VISITANTE",5c:e8:83:36:6b:d2,[ESS],5825 MHz,Channel 165,-56 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",5c:e8:83:36:6b:d0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5825 MHz,Channel 165,-56 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",5c:e8:83:36:9a:d0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5300 MHz,Channel 60,-72 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",5c:e8:83:36:9a:d1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5300 MHz,Channel 60,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",ac:b3:b5:95:2c:29,[WPA2-PSK-CCMP][ESS],2412 MHz,Channel 1,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"eduroam",ac:b3:b5:95:2c:33,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5220 MHz,Channel 44,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-VISITANTE",ac:b3:b5:95:2c:32,[ESS],5220 MHz,Channel 44,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",ac:b3:b5:95:2c:31,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5220 MHz,Channel 44,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",ac:b3:b5:95:2c:30,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5220 MHz,Channel 44,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",ac:b3:b5:95:2c:39,[WPA2-PSK-CCMP][ESS],5220 MHz,Channel 44,-76 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",ac:b3:b5:95:2c:37,[WPA2-PSK-CCMP][ESS],5220 MHz,Channel 44,-73 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",5c:e8:83:36:9a:d9,[WPA2-PSK-CCMP][ESS],5300 MHz,Channel 60,-80 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",5c:e8:83:36:9a:d7,[WPA2-PSK-CCMP][ESS],5300 MHz,Channel 60,-80 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",ac:b3:b5:95:31:10,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5320 MHz,Channel 64,-82 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",00:03:7f:00:00:00,,5825 MHz,Channel 165,-61 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"eduroam",ac:b3:b5:95:31:13,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5320 MHz,Channel 64,-83 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-SERVIDOR",5c:e8:83:36:6f:10,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5765 MHz,Channel 153,-83 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",ac:b3:b5:95:31:11,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5320 MHz,Channel 64,-82 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-VISITANTE",ac:b3:b5:95:31:12,[ESS],5320 MHz,Channel 64,-82 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",ac:b3:b5:95:2a:81,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],2412 MHz,Channel 1,-84 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"eduroam",5c:e8:83:36:6f:13,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5765 MHz,Channel 153,-84 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-VISITANTE",5c:e8:83:36:6f:12,[ESS],5765 MHz,Channel 153,-83 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",5c:e8:83:36:6f:11,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5765 MHz,Channel 153,-82 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"",5c:e8:83:36:6f:17,[WPA2-PSK-CCMP][ESS],5765 MHz,Channel 153,-87 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
"UTFPR-ALUNO",ac:b3:b5:95:32:b1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],5180 MHz,Channel 36,-89 dBm,CenterFreq0 0 MHz,CenterFreq1 0 MHz,ChannelWidth 20 MHz
